236;4827894;Avenida Tupac Amaru;1870228398;1870228417;90857;90854;0.5461204;70;0.0078017;1000000;-12.024988;-77.0481859;-12.0283525;-77.044529
237;4827894;Avenida Tupac Amaru;1870228417;31035563;90854;50;0.0554976;70;0.0007928;1000000;-12.0283525;-77.044529;-12.028706;-77.0441692
238;4827895;Franciso Pizarro;885811905;885811839;51;19760;0.0457035;60;0.0007617;1000000;-12.038738;-77.0323169;-12.0384915;-77.0326532
239;4827895;Franciso Pizarro;885811839;885831063;19760;19861;0.1165138;60;0.0019419;1000000;-12.0384915;-77.0326532;-12.0378369;-77.0334898
240;4827895;Franciso Pizarro;885831063;885831111;19861;19869;0.1856297;60;0.0030938;1000000;-12.0378369;-77.0334898;-12.036808;-77.034834
241;4827895;Franciso Pizarro;885831111;885831088;19869;19871;0.0240132;60;0.0004002;1000000;-12.036808;-77.034834;-12.0366727;-77.0350061
242;4827895;Franciso Pizarro;885831088;1273799426;19871;38587;0.0177669;60;0.0002961;1000000;-12.0366727;-77.0350061;-12.0365767;-77.0351367
243;4827895;Franciso Pizarro;1273799426;2397448040;38587;25121;0.0884794;60;0.0014747;1000000;-12.0365767;-77.0351367;-12.0360931;-77.0357828
244;4827895;Franciso Pizarro;2397448040;885830995;25121;19856;0.1800572;60;0.003001;1000000;-12.0360931;-77.0357828;-12.0350814;-77.0370749
248;4827895;Franciso Pizarro;885831065;885831076;19862;19842;0.094157;60;0.0015693;1000000;-12.0343731;-77.0379313;-12.0338399;-77.0386038
249;4827895;Franciso Pizarro;885831076;885831123;19842;19850;0.0172597;60;0.0002877;1000000;-12.0338399;-77.0386038;-12.0337372;-77.0387228
250;4827895;Franciso Pizarro;885831123;885831133;19850;19877;0.1145639;60;0.0019094;1000000;-12.0337372;-77.0387228;-12.0330543;-77.0395116
251;4827895;Franciso Pizarro;885831133;885831044;19877;19883;0.1118048;60;0.0018634;1000000;-12.0330543;-77.0395116;-12.0323761;-77.0402706
252;4827895;Franciso Pizarro;885831044;885831151;19883;19841;0.1103353;60;0.0018389;1000000;-12.0323761;-77.0402706;-12.0317124;-77.0410248
253;4827895;Franciso Pizarro;885831151;885930828;19841;19954;0.1151845;60;0.0019197;1000000;-12.0317124;-77.0410248;-12.0310139;-77.0418068
254;4827895;Franciso Pizarro;885930828;885930736;19954;19997;0.0096568;60;0.0001609;1000000;-12.0310139;-77.0418068;-12.0309577;-77.0418745
255;4827895;Franciso Pizarro;885930736;885930844;19997;50269;0.056473;60;0.0009412;1000000;-12.0309577;-77.0418745;-12.0305798;-77.0422208
256;4827895;Franciso Pizarro;885930844;1324512544;50269;50223;0.0131834;60;0.0002197;1000000;-12.0305798;-77.0422208;-12.0304808;-77.0422875
257;4827895;Franciso Pizarro;1324512544;31035567;50223;19967;0.0968443;60;0.0016141;1000000;-12.0304808;-77.0422875;-12.0298119;-77.0428578
258;4827895;Franciso Pizarro;31035567;31035556;19967;48;0.2277372;60;0.0037956;1000000;-12.0298119;-77.0428578;-12.0282786;-77.0442447
259;4827896;Diego Cordova de Salinas;31035563;1870228443;50;90862;0.0372609;60;0.000621;0.000621;-12.028706;-77.0441692;-12.0289541;-77.0439389
260;4827896;Diego Cordova de Salinas;1870228443;885930834;90862;20002;0.1497468;60;0.0024958;0.0024958;-12.0289541;-77.0439389;-12.02992;-77.0429794
261;4827896;Diego Cordova de Salinas;885930834;885930752;20002;50270;0.116056;60;0.0019343;0.0019343;-12.02992;-77.0429794;-12.0307938;-77.0424056
262;4827896;Diego Cordova de Salinas;885930752;885930746;50270;19955;0.0751222;60;0.001252;0.001252;-12.0307938;-77.0424056;-12.0314096;-77.0421222
263;4827896;Diego Cordova de Salinas;885930746;885831062;19955;19840;0.1249736;60;0.0020829;0.0020829;-12.0314096;-77.0421222;-12.0324514;-77.0416913
264;4827896;Diego Cordova de Salinas;885831062;301457919;19840;52;0.0315876;60;0.0005265;0.0005265;-12.0324514;-77.0416913;-12.032718;-77.041591
265;4827908;Maracaibo;138801068;138801070;53;17721;0.1142999;40;0.0028575;0.0028575;-12.0304195;-77.0612299;-12.0302589;-77.062268
266;4827908;Maracaibo;138801070;138801072;17721;17728;0.1023526;40;0.0025588;0.0025588;-12.0302589;-77.062268;-12.0301582;-77.0632035
267;4827908;Maracaibo;138801072;138801073;17728;17736;0.0943089;40;0.0023577;0.0023577;-12.0301582;-77.0632035;-12.03005;-77.0640636
268;4827908;Maracaibo;138801073;846730651;17736;17709;0.172439;40;0.004311;0.004311;-12.03005;-77.0640636;-12.0298473;-77.0656356
269;4827908;Maracaibo;846730651;138801075;17709;402;0.0354427;40;0.0008861;0.0008861;-12.0298473;-77.0656356;-12.0298056;-77.0659587
270;4827908;Maracaibo;138801075;846730675;402;17719;0.0768038;40;0.0019201;0.0019201;-12.0298056;-77.0659587;-12.0296885;-77.0666547
271;4827908;Maracaibo;846730675;846730660;17719;17714;0.1244651;40;0.0031116;0.0031116;-12.0296885;-77.0666547;-12.0295625;-77.0677919
272;4827908;Maracaibo;846730660;846730900;17714;90466;0.1568657;40;0.0039216;0.0039216;-12.0295625;-77.0677919;-12.0295647;-77.0692343
273;4827908;Maracaibo;846730900;846730901;90466;90463;0.0158911;40;0.0003973;0.0003973;-12.0295647;-77.0692343;-12.0294891;-77.0693583
274;4827908;Maracaibo;846730901;2397222755;90463;94612;0.0461328;40;0.0011533;0.0011533;-12.0294891;-77.0693583;-12.0292567;-77.0697097
275;4827908;Maracaibo;2397222755;846730537;94612;54;0.0507947;40;0.0012699;0.0012699;-12.0292567;-77.0697097;-12.0290008;-77.0700966
276;4827909;Av. Panamericana Norte;289367476;1296147304;55;28516;0.0233496;120;0.0001946;1000000;-11.9627579;-77.0684681;-11.9629669;-77.0684473
277;4827909;Av. Panamericana Norte;1296147304;1296147439;28516;42653;0.2213798;120;0.0018448;1000000;-11.9629669;-77.0684473;-11.9649251;-77.068089
278;4827909;Av. Panamericana Norte;1296147439;31069291;42653;110;0.1633606;120;0.0013613;1000000;-11.9649251;-77.068089;-11.9663706;-77.0678219
279;4827909;Av. Panamericana Norte;31069291;31069256;110;12994;0.0174585;120;0.0001455;1000000;-11.9663706;-77.0678219;-11.9665255;-77.0677957
280;4827909;Av. Panamericana Norte;31069256;273423474;12994;2515;0.5295076;120;0.0044126;1000000;-11.9665255;-77.0677957;-11.9712332;-77.0670629
281;4827909;Av. Panamericana Norte;273423474;273423424;2515;2522;0.0181302;120;0.0001511;1000000;-11.9712332;-77.0670629;-11.9713943;-77.0670372
282;4827909;Av. Panamericana Norte;273423424;273426306;2522;2612;0.265483;120;0.0022124;1000000;-11.9713943;-77.0670372;-11.9737549;-77.0666716
283;4827909;Av. Panamericana Norte;273426306;1296147630;2612;2523;0.085988;120;0.0007166;1000000;-11.9737549;-77.0666716;-11.9745195;-77.0665533
284;4827909;Av. Panamericana Norte;1296147630;31043944;2523;56;0.2708821;120;0.0022574;1000000;-11.9745195;-77.0665533;-11.976904;-77.0666597
285;4827926;Via de Evitamiento;31079772;1324512148;57;50282;0.814469;120;0.0067872;1000000;-12.0429693;-77.0296433;-12.0429959;-77.0222175
286;4827926;Via de Evitamiento;1324512148;1324512621;50282;50336;0.2201611;120;0.0018347;1000000;-12.0429959;-77.0222175;-12.0422178;-77.0203588
287;4827926;Via de Evitamiento;1324512621;563862430;50336;10501;0.0955833;120;0.0007965;1000000;-12.0422178;-77.0203588;-12.0418481;-77.0195653
288;4827926;Via de Evitamiento;563862430;1324511892;10501;50235;0.2828604;120;0.0023572;1000000;-12.0418481;-77.0195653;-12.0407243;-77.017233
289;4827926;Via de Evitamiento;1324511892;31080028;50235;146;0.2569453;120;0.0021412;1000000;-12.0407243;-77.017233;-12.0394151;-77.015287
290;4827926;Via de Evitamiento;31080028;31035811;146;58;0.2502036;120;0.002085;1000000;-12.0394151;-77.015287;-12.0379628;-77.0135305
291;4827929;Av. Panamericana Norte;560581411;1379581614;59;57693;0.0241106;120;0.0002009;1000000;-12.0314295;-77.0559994;-12.031255;-77.056131
292;4827929;Av. Panamericana Norte;1379581614;31035640;57693;60;0.1954357;120;0.0016286;1000000;-12.031255;-77.056131;-12.0298497;-77.0572045
295;4827937;Av. José Granda;1379581535;31035745;63;57699;0.1205076;60;0.0020085;1000000;-12.0284264;-77.0584148;-12.0293003;-77.0590508
296;4827937;Av. José Granda;31035745;31036029;57699;17083;0.1112851;60;0.0018548;1000000;-12.0293003;-77.0590508;-12.0298034;-77.0599265
297;4827937;Av. José Granda;31036029;846497393;17083;17077;0.0580322;60;0.0009672;1000000;-12.0298034;-77.0599265;-12.029901;-77.0604507
298;4827937;Av. José Granda;846497393;846500816;17077;17124;0.164775;60;0.0027463;1000000;-12.029901;-77.0604507;-12.0297809;-77.0619571
299;4827937;Av. José Granda;846500816;846500822;17124;17126;0.0305295;60;0.0005088;1000000;-12.0297809;-77.0619571;-12.0297575;-77.0622368
300;4827937;Av. José Granda;846500822;846500824;17126;17131;0.0476398;60;0.000794;1000000;-12.0297575;-77.0622368;-12.0296905;-77.0626693
301;4827937;Av. José Granda;846500824;846500826;17131;17134;0.091114;60;0.0015186;1000000;-12.0296905;-77.0626693;-12.029554;-77.0634954
302;4827937;Av. José Granda;846500826;846503517;17134;17162;0.0508354;60;0.0008473;1000000;-12.029554;-77.0634954;-12.0294778;-77.0639563
303;4827937;Av. José Granda;846503517;846503516;17162;17161;0.0118893;60;0.0001982;1000000;-12.0294778;-77.0639563;-12.02946;-77.0640641
304;4827937;Av. José Granda;846503516;846503535;17161;17178;0.0556335;60;0.0009272;1000000;-12.02946;-77.0640641;-12.0293766;-77.0645685
305;4827937;Av. José Granda;846503535;846500815;17178;17123;0.1668337;60;0.0027806;1000000;-12.0293766;-77.0645685;-12.0286105;-77.0658428
306;4827937;Av. José Granda;846500815;846500789;17123;17104;0.0511575;60;0.0008526;1000000;-12.0286105;-77.0658428;-12.0283246;-77.0662075
307;4827937;Av. José Granda;846500789;846500790;17104;17106;0.0512844;60;0.0008547;1000000;-12.0283246;-77.0662075;-12.0281152;-77.0666255
308;4827937;Av. José Granda;846500790;846500786;17106;17101;0.0909735;60;0.0015162;1000000;-12.0281152;-77.0666255;-12.0278391;-77.0674079
309;4827937;Av. José Granda;846500786;1756599732;17101;28124;0.0525095;60;0.0008752;1000000;-12.0278391;-77.0674079;-12.0278181;-77.0678892
310;4827937;Av. José Granda;1756599732;1273732482;28124;25318;0.2666939;60;0.0044449;1000000;-12.0278181;-77.0678892;-12.0281885;-77.0702236
311;4827937;Av. José Granda;1273732482;846535429;25318;17331;0.0807881;60;0.0013465;1000000;-12.0281885;-77.0702236;-12.0278312;-77.0708688
312;4827937;Av. José Granda;846535429;1273747084;17331;32557;0.1370892;60;0.0022848;1000000;-12.0278312;-77.0708688;-12.0273438;-77.0720253
313;4827937;Av. José Granda;1273747084;1273652412;32557;17317;0.0312285;60;0.0005205;1000000;-12.0273438;-77.0720253;-12.0272422;-77.072293
314;4827937;Av. José Granda;1273652412;1273749628;17317;39544;0.1126648;60;0.0018777;1000000;-12.0272422;-77.072293;-12.0268621;-77.0732533
315;4827937;Av. José Granda;1273749628;31036685;39544;17336;0.0763026;60;0.0012717;1000000;-12.0268621;-77.0732533;-12.026605;-77.0739038
316;4827937;Av. José Granda;31036685;31036687;17336;3002;0.1267118;60;0.0021119;1000000;-12.026605;-77.0739038;-12.0260594;-77.0749252
317;4827937;Av. José Granda;31036687;31069437;3002;64;0.0237953;60;0.0003966;1000000;-12.0260594;-77.0749252;-12.0259671;-77.0751226
318;4827949;Via de Evitamiento;31035814;1367679872;65;56705;0.2761519;120;0.0023013;1000000;-12.0367792;-77.0121487;-12.035193;-77.0101954
319;4827949;Via de Evitamiento;1367679872;1367679830;56705;56789;0.0974612;120;0.0008122;1000000;-12.035193;-77.0101954;-12.03464;-77.0095001
320;4827949;Via de Evitamiento;1367679830;273411491;56789;56774;0.3046067;120;0.0025384;1000000;-12.03464;-77.0095001;-12.0331268;-77.0071661
321;4827949;Via de Evitamiento;273411491;1367679653;56774;56781;0.1126264;120;0.0009386;1000000;-12.0331268;-77.0071661;-12.0326307;-77.0062632
322;4827949;Via de Evitamiento;1367679653;1367679605;56781;56835;0.1687043;120;0.0014059;1000000;-12.0326307;-77.0062632;-12.0319019;-77.0049029
323;4827949;Via de Evitamiento;1367679605;1163142205;56835;66;0.5161002;120;0.0043008;1000000;-12.0319019;-77.0049029;-12.030184;-77.0004973
324;4827951;Via de Evitamiento;31035815;31035816;67;68;0.2162641;120;0.0018022;1000000;-12.0365358;-77.0120371;-12.0378201;-77.0135305
325;4828013;Avenida Argentina;31035134;1273636126;69;32186;0.0487427;60;0.0008124;1000000;-12.0431505;-77.0434254;-12.043241;-77.0438637
326;4828013;Avenida Argentina;1273636126;31036614;32186;77;0.0093341;60;0.0001556;1000000;-12.043241;-77.0438637;-12.0432512;-77.0439489
327;4828013;Avenida Argentina;31036614;31036595;77;74;0.0196958;60;0.0003283;1000000;-12.0432512;-77.0439489;-12.043268;-77.0441292
328;4828013;Avenida Argentina;31036595;1617071956;74;36271;0.0386202;60;0.0006437;1000000;-12.043268;-77.0441292;-12.0433013;-77.0444827
329;4828013;Avenida Argentina;1617071956;915282090;36271;20380;0.1447139;60;0.0024119;1000000;-12.0433013;-77.0444827;-12.0434261;-77.0458073
330;4828013;Avenida Argentina;915282090;915282295;20380;20428;0.1396659;60;0.0023278;1000000;-12.0434261;-77.0458073;-12.0435465;-77.0470857
331;4828013;Avenida Argentina;915282295;1273682752;20428;35870;0.1427038;60;0.0023784;1000000;-12.0435465;-77.0470857;-12.043646;-77.048394
332;4828013;Avenida Argentina;1273682752;1617071942;35870;36275;0.1417916;60;0.0023632;1000000;-12.043646;-77.048394;-12.0437804;-77.0496906
333;4828013;Avenida Argentina;1617071942;31036574;36275;20910;0.1400476;60;0.0023341;1000000;-12.0437804;-77.0496906;-12.0439411;-77.0509679
334;4828013;Avenida Argentina;31036574;1850885639;20910;20401;0.1495733;60;0.0024929;1000000;-12.0439411;-77.0509679;-12.0442446;-77.0522917
335;4828013;Avenida Argentina;1850885639;1273679444;20401;26640;0.140344;60;0.0023391;1000000;-12.0442446;-77.0522917;-12.0443726;-77.0535756
336;4828013;Avenida Argentina;1273679444;1273746764;26640;31023;0.1405491;60;0.0023425;1000000;-12.0443726;-77.0535756;-12.0444909;-77.0548623
337;4828013;Avenida Argentina;1273746764;902279651;31023;70;0.1422831;60;0.0023714;1000000;-12.0444909;-77.0548623;-12.0445991;-77.056166
340;4828021;Emancipacion;31035127;888357864;75;20142;0.1334831;60;0.0022247;0.0022247;-12.0434862;-77.0424641;-12.0440993;-77.0414088
341;4828021;Emancipacion;888357864;888357979;20142;20126;0.1333159;60;0.0022219;0.0022219;-12.0440993;-77.0414088;-12.0447116;-77.0403548
342;4828021;Emancipacion;888357979;888357911;20126;20119;0.1218389;60;0.0020306;0.0020306;-12.0447116;-77.0403548;-12.0452749;-77.0393938
343;4828021;Emancipacion;888357911;888357917;20119;20099;0.1204868;60;0.0020081;0.0020081;-12.0452749;-77.0393938;-12.0458246;-77.038439
344;4828021;Emancipacion;888357917;31036608;20099;76;0.1142438;60;0.0019041;0.0019041;-12.0458246;-77.038439;-12.0463518;-77.0375373
346;4828025;Oscar Benavides;31035110;915282214;79;3466;0.109696;70;0.0015671;1000000;-12.0462768;-77.0431753;-12.0464682;-77.0441484
347;4828025;Oscar Benavides;915282214;915282683;3466;3461;0.1449898;70;0.0020713;1000000;-12.0464682;-77.0441484;-12.0466015;-77.0454747
348;4828025;Oscar Benavides;915282683;915282157;3461;20427;0.1410886;70;0.0020156;1000000;-12.0466015;-77.0454747;-12.0467304;-77.0467654
349;4828025;Oscar Benavides;915282157;915282094;20427;20393;0.2822089;70;0.0040316;1000000;-12.0467304;-77.0467654;-12.0469891;-77.049347
350;4828025;Oscar Benavides;915282094;915282321;20393;45234;0.1433236;70;0.0020475;1000000;-12.0469891;-77.049347;-12.0471205;-77.0506581
351;4828025;Oscar Benavides;915282321;915282704;45234;20400;0.1440227;70;0.0020575;1000000;-12.0471205;-77.0506581;-12.0472525;-77.0519756
352;4828025;Oscar Benavides;915282704;915282619;20400;20529;0.1411945;70;0.0020171;1000000;-12.0472525;-77.0519756;-12.0473733;-77.0532681
353;4828025;Oscar Benavides;915282619;915282577;20529;20384;0.1376979;70;0.0019671;1000000;-12.0473733;-77.0532681;-12.0475082;-77.0545268
354;4828025;Oscar Benavides;915282577;915282594;20384;12696;0.2810002;70;0.0040143;1000000;-12.0475082;-77.0545268;-12.0477634;-77.0570976
355;4828025;Oscar Benavides;915282594;915282556;12696;20485;0.2824081;70;0.0040344;1000000;-12.0477634;-77.0570976;-12.0480347;-77.0596797
356;4828025;Oscar Benavides;915282556;915282690;20485;20370;0.1362486;70;0.0019464;1000000;-12.0480347;-77.0596797;-12.0481495;-77.0609271
357;4828025;Oscar Benavides;915282690;1850885641;20370;90806;0.154396;70;0.0022057;1000000;-12.0481495;-77.0609271;-12.048291;-77.0623395
358;4828025;Oscar Benavides;1850885641;1850885642;90806;90807;0.0433874;70;0.0006198;1000000;-12.048291;-77.0623395;-12.0483308;-77.0627364
359;4828025;Oscar Benavides;1850885642;915282104;90807;20437;0.1046912;70;0.0014956;1000000;-12.0483308;-77.0627364;-12.0484268;-77.0636941
360;4828025;Oscar Benavides;915282104;1190051187;20437;20218;0.1264335;70;0.0018062;1000000;-12.0484268;-77.0636941;-12.0485427;-77.0648507
361;4828025;Oscar Benavides;1190051187;1063807422;20218;64982;0.0095106;70;0.0001359;1000000;-12.0485427;-77.0648507;-12.0485514;-77.0649377
362;4828025;Oscar Benavides;1063807422;1063807395;64982;21393;0.455758;70;0.0065108;1000000;-12.0485514;-77.0649377;-12.04897;-77.0691068
363;4828025;Oscar Benavides;1063807395;1754944615;21393;75760;0.2677112;70;0.0038244;1000000;-12.04897;-77.0691068;-12.0492275;-77.0715545
364;4828025;Oscar Benavides;1754944615;135462071;75760;21298;0.0556591;70;0.0007951;1000000;-12.0492275;-77.0715545;-12.049281;-77.0720634
365;4828025;Oscar Benavides;135462071;135462073;21298;21279;0.0220473;70;0.000315;1000000;-12.049281;-77.0720634;-12.0493761;-77.0722413
366;4828025;Oscar Benavides;135462073;135462076;21279;80;0.5350355;70;0.0076434;1000000;-12.0493761;-77.0722413;-12.0498607;-77.0771363
367;4828026;Oscar Benavides;135447648;1842389967;81;12488;0.1949611;70;0.0027852;1000000;-12.0535254;-77.0975678;-12.0531928;-77.0958075
368;4828026;Oscar Benavides;1842389967;1842389966;12488;12491;0.0111734;70;0.0001596;1000000;-12.0531928;-77.0958075;-12.0531733;-77.0957067
369;4828026;Oscar Benavides;1842389966;1905027657;12491;82;0.0117659;70;0.0001681;1000000;-12.0531733;-77.0957067;-12.0531546;-77.0956002
370;4828352;Avenida Enrique Fermi;2470149843;817301977;83;13233;0.0133035;60;0.0002217;1000000;-12.011073;-77.0565646;-12.0111564;-77.0566523
371;4828352;Avenida Enrique Fermi;817301977;827135455;13233;15579;0.1472911;60;0.0024549;1000000;-12.0111564;-77.0566523;-12.0120635;-77.0576392
372;4828352;Avenida Enrique Fermi;827135455;827135444;15579;15576;0.1263427;60;0.0021057;1000000;-12.0120635;-77.0576392;-12.012582;-77.0586254
373;4828352;Avenida Enrique Fermi;827135444;827135458;15576;15581;0.0511817;60;0.000853;1000000;-12.012582;-77.0586254;-12.012654;-77.0590902
374;4828352;Avenida Enrique Fermi;827135458;2470149963;15581;25374;0.1059318;60;0.0017655;1000000;-12.012654;-77.0590902;-12.0127881;-77.0600545
375;4828352;Avenida Enrique Fermi;2470149963;2470149913;25374;84;0.1023491;60;0.0017058;1000000;-12.0127881;-77.0600545;-12.0121047;-77.0604947
376;4828405;Av. Franciso Bolognesi;1844351683;31040287;85;95797;0.0358881;60;0.0005981;1000000;-12.0044002;-77.0615773;-12.0043119;-77.0612641
377;4828405;Av. Franciso Bolognesi;31040287;842907737;95797;15637;0.1774499;60;0.0029575;1000000;-12.0043119;-77.0612641;-12.0040881;-77.0596487
378;4828405;Av. Franciso Bolognesi;842907737;842907739;15637;15884;0.0384521;60;0.0006409;1000000;-12.0040881;-77.0596487;-12.0040393;-77.0592987
379;4828405;Av. Franciso Bolognesi;842907739;842907738;15884;15882;0.0483497;60;0.0008058;1000000;-12.0040393;-77.0592987;-12.003978;-77.0588586
380;4828405;Av. Franciso Bolognesi;842907738;31040415;15882;92;0.1411181;60;0.002352;1000000;-12.003978;-77.0588586;-12.0037706;-77.0575788
381;4828405;Av. Franciso Bolognesi;31040415;1273803435;92;28316;0.0143798;60;0.0002397;1000000;-12.0037706;-77.0575788;-12.003746;-77.057449
382;4828405;Av. Franciso Bolognesi;1273803435;827153173;28316;15641;0.1487242;60;0.0024787;1000000;-12.003746;-77.057449;-12.0035388;-77.0560981
383;4828405;Av. Franciso Bolognesi;827153173;1870265506;15641;95;0.145194;60;0.0024199;1000000;-12.0035388;-77.0560981;-12.003319;-77.0547822
384;4828405;Av. Franciso Bolognesi;1870265506;817305984;95;86;0.003651;60;6.09E-05;1000000;-12.003319;-77.0547822;-12.0033135;-77.0547491
385;4828407;Av. Angélica Gamarra;31040298;1844351699;87;90649;0.4507461;70;0.0064392;1000000;-12.0041793;-77.0622786;-12.0050418;-77.0662722
386;4828407;Av. Angélica Gamarra;1844351699;2477162281;90649;95904;0.1092006;70;0.00156;1000000;-12.0050418;-77.0662722;-12.0051927;-77.0672643
